District Number,Mincode,Display Name,Mailing Address,Mailing Address Line2,Mailing Address City,Mailing Address Province,Mailing Address PostalCode,Physical Address,Physical Address Line2,Physical Address City,Physical Address Province,Physical Address Postal Code,Role,Contact First Name,Contact Last Name,Contact Phone Extension,Contact Phone Number,Facility Type Code,School Category Code,Phone Number,Fax,Email,Website,Group Classification Primary K-3,Group Classification Elementary 4-7 EU,Group Classification Junior Secondary 8-10 SU,Group Classification Senior Secondary 11-12
034,03496425,Dasmesh Punjabi School,5930 RIVERSIDE ST,,ABBOTSFORD,BC,V4X1T7,,,,,,,Rajinder,Dhaliwal,,,Standard,Independent,6048261666,6048208924,jaspal.dhaliwal@dasmeshschool.com,,01,01,01,01
034,03496454,St James,2767 TOWNLINE RD,,ABBOTSFORD,BC,V2T5E1,,,,,,,Marilyn,Dlugan,,,Standard,Independent,6048521788,,principal@stjameselementary.ca,,01,01,,
034,03434049,Blue Jay Elementary,30995 SOUTHERN DR,,ABBOTSFORD,BC,V2T6X5,,,,,,,Harman,Baring,,6048520802,Standard,Public,6048520802,6048544316,scott.peters@abbyschools.ca,,,,,
034,03499055,Bakerview Centre for Learning,32622 MARSHALL RD,,ABBOTSFORD,BC,V2T4A2,,,,,,Principal,Jacqueline,Hall,,6048597820,Alternate Programs,Public,6048597820,6048541427,jacqueline.hall@abbyschools.ca,,,,,
034,03434050,Sandy Hill Elementary,3836 OLD CLAYBURN RD,,ABBOTSFORD,BC,V3G2Z5,,,,,,,Roxanne,Or,,,Standard,Public,6048507131,6048507219,cathy.erickson@abbyschools.ca,https://sandyhill.abbyschools.ca/,,,,
034,03434051,Harry Sayers Elementary,31321 BLUERIDGE DR,,ABBOTSFORD,BC,V2T6W2,,,,,,,Christine,Shandler,,,Standard,Public,6048529665,6048526760,ryan.colbert@abbyschools.ca,,,,,
034,03434053,Mountain Elementary,2299 MOUNTAIN DR,,ABBOTSFORD,BC,V3G1E6,,,,,,Principal,Cameron,Friesen,,,Standard,Public,6048527299,6048522420,cameron.friesen@abbyschools.ca,,,,,
034,03434054,Robert Bateman Secondary,35045 EXBURY AVE,,ABBOTSFORD,BC,V2S7L1,,,,,,,Rita,Fussi,,,Standard,Public,6048640220,6048640109,lance.mcdonald@abbyschools.ca,,,,,
034,03434019,King Traditional Elementary,28776 KING RD,,ABBOTSFORD,BC,V4X2R4,,,,,,Principal,Tyler,Horner,,,Standard,Public,6048570903,6048570967,tyler.horner@abbyschools.ca,,,,,
034,03434052,Rick Hansen Secondary,31150 BLUERIDGE DR,,ABBOTSFORD,BC,V2T5R2,,,,,,,Michelle,Mehrer,,,Standard,Public,6048640011,6048640104,jaimie.webster@abbyschools.ca,,,,,
034,03496595,St. John Brebeuf Regional Secondary,2747 TOWNLINE RD,,ABBOTSFORD,BC,V2T5E1,,,,,,,Michele,Fowler,,,Standard,Independent,6048550571,6048550572,gbittante@stjohnbrebeuf.ca,,,,01,01
034,03434056,Dave Kandal Elementary,3551 CRESTVIEW AVE,,ABBOTSFORD,BC,V2T6T5,,,,,,Principal,Baljit,Sekhon,,,Standard,Public,6048567342,6048569438,baljit.sekhon@abbyschools.ca,,,,,
034,03499101,Abbotsford Virtual School,33952 PINE ST,,ABBOTSFORD,BC,V2S2P3,,,,,,Principal,Baljeet,Gill,,6048599803,Provincial Online Learning,Public,6048599803,6048541463,baljeet.gill@abbyschools.ca,,,,,
034,03425224,Harry Sayers StrongStart Centre,31321 BLUERIDGE DR,,ABBOTSFORD,BC,V2T6W2,,,,,,,Christine,Shandler,,,StrongStart Center,Early Learning,6048529665,,ryan.colbert@abbyschools.ca,,,,,
034,03425225,Ten Broeck StrongStart Centre,2580 STANLEY ST,,ABBOTSFORD,BC,V2T2R4,,,,,,Principal,Lee,Magis,,,StrongStart Center,Early Learning,6048506657,,lee.magis@abbyschools.ca,,,,,
034,03425226,Margaret Stenersen StrongStart Centre,3060 OLD CLAYBURN RD,,ABBOTSFORD,BC,V2S4H3,,,,,,,Bonita,Klassen,,,StrongStart Center,Early Learning,6048593151,6048501845,lori.whitman@abbyschools.ca,,,,,
034,03425099,Terry Fox StrongStart Centre,3071 BABICH ST,,ABBOTSFORD,BC,V2S5W5,,,,,,Principal,Angela,Magon,,,StrongStart Center,Early Learning,6048598403,,angela.magon@abbyschools.ca,,,,,
034,03425100,Godson StrongStart Centre,33130 BEVAN AVE,,ABBOTSFORD,BC,V2S1T6,,,,,,Principal,Tyler,Baruta,,,StrongStart Center,Early Learning,6048538374,6048507631,tyler.baruta@abbyschools.ca,,,,,
034,03425101,John Maclure StrongStart Centre,2990 ORIOLE CRES,,ABBOTSFORD,BC,V2T4E1,,,,,,,Emma,Botelho,,,StrongStart Center,Early Learning,6048536450,,fay.christie@abbyschools.ca,,,,,
034,03425102,Dormick Park StrongStart Centre,32161 DORMICK AVE,,ABBOTSFORD,BC,V2T1J6,,,,,,,Lisa,Pare,,,StrongStart Center,Early Learning,6048593712,6048507693,rachel.lack@abbyschools.ca,,,,,
034,03425103,Jackson StrongStart Program,33165 KING RD,,ABBOTSFORD,BC,V2S7Z9,,,,,,,Brenda,Neufeld,,,StrongStart Center,Early Learning,6048595826,,debbie.stapleton@abbyschools.ca,,,,,
034,03425455,Blue Jay Elementary StrongStart,30995 SOUTHERN DR,,ABBOTSFORD,BC,V2T6X5,,,,,,Principal,Kathy,Fladager,,,StrongStart Center,Early Learning,6048544316,,kathy.fladager@abbyschools.bc.ca,,,,,
034,03434007,Semá:th Elementary School,36321 VYE RD,,ABBOTSFORD,BC,V3G1Z5,,,,,,,Jenny,Frederick,,,Standard,Public,6048523900,6048507832,galen.soon@abbyschools.ca,,,,,
034,03434059,Mathxwí Elementary School,33661 ELIZABETH AVE,,ABBOTSFORD,BC,V4X1T4,,,,,,,Sarah,Born,,,Standard,Public,6048268181,6048268778,jennifer.bennato@abbyschools.ca,,,,,
034,03434066,Irene Kelleher Totí:ltawtxw,2540 EAGLE MOUNTAIN DRIVE,,ABBOTSFORD,BC,V3G3A1,,,,,,,Sharon,Jorger,,,Standard,Public,6048550160,6725312657,shelley.portas@abbyschools.ca,,,,,
034,03434000,Bakerview Centre for Learning - CE,32622 MARSHALL RD,,ABBOTSFORD,BC,V2T4A2,,,,,,Principal,Jacqueline,Hall,,6048597820,Continuing Education,Public,6048597820,6048541427,jacqueline.hall@abbyschools.ca,,,,,
034,03434055,Dr Roberta Bondar Elementary,32717 CHILCOTIN DR,,ABBOTSFORD,BC,V2T5S5,,,,,,Principal,Victoria,Lorieau,6201,6048648572,Standard,Public,6048648572,6048642777,victoria.lorieau@abbyschools.ca,https://bondar.abbyschools.ca/,,,,
034,03434041,W J Mouat Secondary,32355 MOUAT DR,,ABBOTSFORD,BC,V2T4E9,,,,,,Principal,Linda,Pollastretti,,6048537191,Standard,Public,6048537191,6048507694,linda.pollastretti@abbyschools.ca,https://wjmouat.abbyschools.ca/,,,,
034,03496801,West Coast Adventist DL School,PO BOX 1000 STN DEL CTR,,ABBOTSFORD,BC,V2S4P5,1626 McCallum Road,,Abbotsford,BC,V2S3M4,Vice Principal,Sara,Morrison,,8778535053,Provincial Online Learning,Independent,8778535053,6048538681,principal@wcasdl.ca,https://wcasdl.ca/,,,,
034,03425227,Dr. Thomas A. Swift StrongStart Centre,34800 MIERAU ST,,ABBOTSFORD,BC,V2S5Y4,,,,,,,Christine,Dahl,,,StrongStart Center,Early Learning,6048537730,,shannon.kenney@abbyschools.ca,,,,,
034,03496020,Mennonite Educational Institute,4081 CLEARBROOK RD,,ABBOTSFORD,BC,V4X2M8,,,,,,Student Registration - Middle School,Rhonda,Vance,,6048593700,Standard,Independent,6048593700,6048599206,lpauls@meischools.com,https://www.meischools.com,01,01,01,01
034,03496069,Abbotsford Christian School,35011 OLD CLAYBURN RD,,ABBOTSFORD,BC,V2S7L7,,,,,,Principal,Julius,Siebenga,,6047558103,Standard,Independent,6047551891,6048592240,jwittrup@abbotsfordchristian.com,https://abbotsfordchristian.com/,01,01,01,01
