District Number,Mincode,Display Name,Mailing Address,Mailing Address Line2,Mailing Address City,Mailing Address Province,Mailing Address PostalCode,Physical Address,Physical Address Line2,Physical Address City,Physical Address Province,Physical Address Postal Code,Role,Contact First Name,Contact Last Name,Contact Phone Extension,Contact Phone Number,Facility Type Code,School Category Code,Phone Number,Fax,Email,Website,Group Classification Primary K-3,Group Classification Elementary 4-7 EU,Group Classification Junior Secondary 8-10 SU,Group Classification Senior Secondary 11-12
040,04040000,New Westminster Continuing Education,835 EIGHTH ST,,NEW WESTMINSTER,BC,V3M3S9,,,,,,Principal,Stephen,Inniss,,,Continuing Education,Public,6045176122,6045176204,sinniss@sd40.bc.ca,,,,,
040,04040001,Lord Kelvin Elementary,1010 HAMILTON ST,,NEW WESTMINSTER,BC,V3M2M9,,,,,,,Carol,Johnson,,,Standard,Public,6045176060,6045176061,kmillard @sd40.bc.ca,,,,,
040,04040002,Herbert Spencer Elementary,605 SECOND ST,,NEW WESTMINSTER,BC,V3L5R9,,,,,,Principal,Karen,Catherwood,,,Standard,Public,6045176030,6045176031,kcatherwood@sd40.bc.ca,,,,,
040,04040004,Lord Tweedsmuir Elementary,1714 EIGHTH AVE,,NEW WESTMINSTER,BC,V3M2S7,,,,,,,Paula,Bates,,,Standard,Public,6045176070,6045176071,jrichter@sd40.bc.ca,,,,,
040,04040008,New Westminster Secondary,820 6TH ST,,NEW WESTMINSTER,BC,V3M3S9,,,,,,,Shannon,Milne,,,Standard,Public,6045176220,6045176204,mmcleod@sd40.bc.ca,,,,,
040,04040009,F W Howay Elementary,91 COURTNEY CRES,,NEW WESTMINSTER,BC,V3L4M1,,,,,,,Lisa,Nugent,,,Standard,Public,6045176020,6045176021,sphelan@sd40.bc.ca,,,,,
040,04040010,Connaught Heights Elementary,2201 LONDON ST,,NEW WESTMINSTER,BC,V3M3G1,,,,,,Principal,Tu,Trieu,,,Standard,Public,6045176010,6045176011,ttrieu@sd40.bc.ca,,,,,
040,04040012,Queen Elizabeth Elementary,921 SALTER ST,,NEW WESTMINSTER,BC,V3M6G8,,,,,,Principal,Sarah,Phelan,,6045176082,Standard,Public,6045176080,6045176081,sphelan@sd40.bc.ca,,,,,
040,04040003,Skwo:wech,331 RICHMOND ST,,NEW WESTMINSTER,BC,V3L4B7,,,,,,,Stephanie,Noda,,,Standard,Public,6045176090,6045176091,kchad@sd40.bc.ca,,,,,
040,04096707,Purpose Independent Secondary School,40 BEGBIE ST,,NEW WESTMINSTER,BC,V3M3L9,,,,,,,Johnny,Chang,,,Standard,Independent,6045126888,,merrilyn.cook@purposesociety.org,,,,01,01
040,04099110,Royal City Alternate Program,850 QUEENS AVE,,NEW WESTMINSTER,BC,V3M0A8,,,,,,,Judith,Lizna,,,Alternate Programs,Public,6045176273,6045176204,pcraven@sd40.bc.ca,,,,,
040,04099185,New Westminster Online Schools,200-1065 COLUMBIA ST,,NEW WESTMINSTER,BC,V3M6H7,,,,,,Principal,Pam,Craven,,,Provincial Online Learning,Public,6045176191,6045176169,pcraven@sd40.bc.ca,,,,,
040,04040015,Ecole Qayqayt Elementary,85 MERIVALE ST,,NEW WESTMINSTER,BC,V3L0G2,,,,,,,Jackie,Rose-Madill,,,Standard,Public,6045176050,6045176051,scameron@sd40.bc.ca,,,,,
040,04040016,Fraser River Middle,800 Queens Ave,,New Westminster,BC,V3M0J2,,,,,,Principal,Jennifer,Davis,,6045171800,Standard,Public,6045171800,,fraserriver@sd40.bc.ca,https://fraserriverschool.ca/,,,,
040,04096766,John Knox Christian - Secondary Campus,260 12TH STREET,,NEW WESTMINSTER,BC,V3M4H2,,,,,,Admin Assistant,Christiane,Michael,100,6045231580,Standard,Independent,6045231580,6045239646,office@johnknoxbc.org,,,01,01,01
040,04096982,Compass Christian New West,101-4644 240 ST,,LANGLEY,BC,V2Z2M7,,,,,,,Tracee,Horvath,,,Standard,Independent,6044270963,,ed@compassclc.com,,03,03,03,
040,04096785,PALS Autism Society (School Program),101 THIRD ST,,NEW WESTMINSTER,BC,V3L2P9,,,,,,,Andrea,Kasunic,,,Standard,Independent,6042517257,6042511627,rebecca@palsautismschool.ca,,01,01,01,01
