District Number,Mincode,Display Name,Mailing Address,Mailing Address Line2,Mailing Address City,Mailing Address Province,Mailing Address PostalCode,Physical Address,Physical Address Line2,Physical Address City,Physical Address Province,Physical Address Postal Code,Role,Contact First Name,Contact Last Name,Contact Phone Extension,Contact Phone Number,Facility Type Code,School Category Code,Phone Number,Fax,Email,Website,Group Classification Primary K-3,Group Classification Elementary 4-7 EU,Group Classification Junior Secondary 8-10 SU,Group Classification Senior Secondary 11-12
042,04225133,Davie Jones StrongStart Centre,12030 BLAKELY RD,,PITT MEADOWS,BC,V3Y1J6,,,,,,,Karly,Sharpe,,,StrongStart Center,Early Learning,6044659908,,,,,,,
042,04225134,Riverside StrongStart Centre,20575 THORNE AVE,,MAPLE RIDGE,BC,V2X9A6,,,,,,,Karly,Sharpe,,,StrongStart Center,Early Learning,6044652322,6044652322,,,,,,
042,04225135,Webster's Corners StrongStart Centre,24789 DEWDNEY TRUNK RD,,MAPLE RIDGE,BC,V4R1X2,,,,,,,Karly,Sharpe,,,StrongStart Center,Early Learning,6044636287,6044630896,susan_dhillon@sd42.ca,,,,,
042,04225136,c`usqunela StrongStart Centre,24093 104 AVE,,MAPLE RIDGE,BC,V2W1J2,,,,,,Principal,Jonathan,Wheatley,,,StrongStart Center,Early Learning,,,,,,,,
042,04242046,Environmental School Project,23125,116 AVE,MAPLE RIDGE,BC,V2X0G8,,,,,,Principal,Nicole,Mckenzie,,,Standard,Public,6044678122,6044665735,nicole_mckenzie@sd42.ca,,,,,
042,04242047,Odyssey K-9 SD 42,12209,206TH AVE,MAPLE RIDGE,BC,V2X1T8,,,,,,Vice Principal,Katherine,Kosman,,6044659331,Standard,Public,6044659331,,laura_bruce@sd42.ca,,,,,
042,04242048,c'usqunela Elementary,24093 104 AVE,,MAPLE RIDGE,BC,V2W1J2,,,,,,,Marianne,Ulrickson,,,Standard,Public,6044666231,,jonathan_wheatley@sd42.ca,,,,,
042,04225045,Eric Langton StrongStart Centre,12138 EDGE ST,,MAPLE RIDGE,BC,V2X6G8,,,,,,,Karly,Sharpe,,,StrongStart Center,Early Learning,6044633810,,,,,,,
042,04242020,Webster's Corners Elementary,25554 DEWDNEY TRUNK RD,,MAPLE RIDGE,BC,V4R1X9,,,,,,Secretary,jane,ross,,6044627595,Standard,Public,6044627595,6044628746,laureen_hickey@sd42.ca,,,,,
042,04242039,Edith McDermott Elementary,12178 BONSON RD,,PITT MEADOWS,BC,V3Y2L5,,,,,,Vice Principal,Tracey,Meaden,,6044609993,Standard,Public,6044609993,6044609983,tom_levesque@sd42.ca,,,,,
042,04296099,Maple Ridge Christian School,12140 204B ST,,MAPLE RIDGE,BC,V2X2Z5,,,,,,Vice Principal,Stacy,Sowerby,,6044654442,Standard,Independent,6044654442,6044651685,mrcs.office@mrcs.ca,https://mrcs.ca,01,01,01,01
042,04242042,Alexander Robinson Elementary,11849 238B ST,,MAPLE RIDGE,BC,V4R2T8,,,,,,,Diana,Capozzi,,,Standard,Public,6044633035,6044630667,ramin_mehrassa@sd42.ca,https://elementary.sd42.ca/alexanderrobinson/,,,,
