District Number,Mincode,Display Name,Mailing Address,Mailing Address Line2,Mailing Address City,Mailing Address Province,Mailing Address PostalCode,Physical Address,Physical Address Line2,Physical Address City,Physical Address Province,Physical Address Postal Code,Role,Contact First Name,Contact Last Name,Contact Phone Extension,Contact Phone Number,Facility Type Code,School Category Code,Phone Number,Fax,Email,Website,Group Classification Primary K-3,Group Classification Elementary 4-7 EU,Group Classification Junior Secondary 8-10 SU,Group Classification Senior Secondary 11-12
035,03596311,Langley Christian School,22930 48 AVE,,LANGLEY,BC,V2Z2T7,,,,,,,Erin,Wells,,2508613238,Standard,Independent,7788969477,6045330839,headofschool@langleychristian.com,,01,01,01,01
035,03596458,St Catherines School,20244 32 AVE,,LANGLEY,BC,V2Z2E1,,,,,,Principal,Jeff,Brophy,,6045346564,Standard,Independent,6045346564,6045344871,jbrophy@stcatherines.ca,,01,01,,
035,03599050,Langley Education Centre,21405A 56 AVE,,LANGLEY,BC,V2Y2N1,,,,,,,Maria,Thompson,,,Continuing Education,Public,6045347155,,lec-reception@sd35.bc.ca,https://lec.sd35.bc.ca/,,,,
035,03596289,Credo Christian Schools,21846 52 AVE,,LANGLEY,BC,V2Y2M7,,,,,,,Helen,Bulthuis,,6045305396,Standard,Independent,6045305396,6045308965,office@credochs.com,,01,01,01,01
035,03599092,Vanguard,3825 244 ST,,LANGLEY,BC,V2Z2L1,,,,,,Principal,Mike,Palichuk,,6042181153,Alternate Programs,Public,6048569192,6048569328,pthomas@sd35.bc.ca,,,,,
035,03599313,Connections,23752 52 AVE,,LANGLEY,BC,V2Z2P3,,,,,,,Elizabeth,Heyes,,6045302151,Alternate Programs,Public,6045302151,6045305034,dsmillie@sd35.bc.ca,,,,,
035,03535048,Gordon Greenwood Elementary,9175 206 ST,,LANGLEY,BC,V1M2X2,,,,,,Principal,Alan,Joo,,6048820114,Standard,Public,6048820114,6048822617,drossi@sd35.bc.ca,,,,,
035,03535050,Walnut Grove Secondary,8919 WALNUT GROVE DR,,LANGLEY,BC,V1M2N7,,,,,,,Karen,Ethier,,6048820220,Standard,Public,6048820220,6048820557,jlyndon@sd35.bc.ca,,,,,
035,03596631,Whytecliff Agile Learning Centre-Langley,20561 LOGAN AVE,,LANGLEY,BC,V3A7R3,,,,,,Principal,Shelley,Donald,,6045321268,Standard,Independent,6045321268,6045321269,sdonald@walc.ca,,,,01,01
035,03535052,Langley Fundamental Elementary,21789 50 AVE,,LANGLEY,BC,V3A3T2,,,,,,Principal,Michael,Carlyle,,6045309973,Standard,Public,6045309973,6045303819,mcarlyle@sd35.bc.ca,https://lfe.sd35.bc.ca/,,,,
035,03535066,Donna Gabriel Robins Elementary,7844 204b ST,,LANGLEY,BC,V2Y3N9,,,,,,Vice Principal,Dunja,McCrae,,7787265555,Standard,Public,7787265555,7787059019,nerker@sd35.bc.ca,,,,,
035,03596616,Murrayville Academy,21488 OLD YALE ROAD,,LANGLEY,BC,V3A4M8,,,,,,Principal,Kim,Nichols,,6045325667,Standard,Independent,6045325667,,operations@murrayvilleacademy.ca,,01,01,01,
035,03596573,Aldergrove Christian Academy,26245 28TH AVE,,ALDERGROVE,BC,V4W2W3,,,,,,Principal,Justin,Poehlke,,6048562577,Standard,Independent,6048562577,6048570088,academy@rosbc.com,,03,03,03,03
035,03535053,Dorothy Peacock Elementary,20292 91A AVE,,LANGLEY,BC,V1M2G2,,,,,,,Lori,Lipp,,6045138000,Standard,Public,6045138000,6045138008,kcline@sd35.bc.ca,,,,,
035,03535057,H D Stafford Middle,20441 GRADE CRES,,LANGLEY,BC,V3A4J8,,,,,,Principal,John,Hantke,,6045349285,Standard,Public,6045349285,6045348986,jhantke@sd35.bc.ca,,,,,
035,03535058,Betty Gilbert Middle,26845 27 AVE,,ALDERGROVE,BC,V4W3E6,,,,,,Vice Principal,Mindy,Guthrie,,6048568178,Standard,Public,6048568178,6048567831,cburns@sd35.bc.ca,,,,,
035,03599202,Focus Alternate,21405 56 AVE,,LANGLEY,BC,V2Y2N1,,,,,,Principal,Diane,Smillie,,6045344171,Alternate Programs,Public,6045344171,6045349518,lssstudentrecords@sd35.bc.ca,https://lss.sd35.bc.ca/,,,,
035,03525105,West Langley AM StrongStart Centre,9403 212 ST,,LANGLEY,BC,V1M1M1,,,,,,,Nicole,Rinke,,6048886444,StrongStart Center,Early Learning,6048886444,,clambiepottersmith@sd35.bc.ca,,,,,
035,03525104,Langley Meadows AM StrongStart Centre,2244 WILLOUGHBY WAY,,LANGLEY,BC,V2Y1C1,,,,,,Administrative Assistant,Candace,Herrod,,6045304101,StrongStart Center,Early Learning,6045304101,,rkrisko@sd35.bc.ca,,,,,
035,03525107,Douglas Park StrongStart Centre,5409 206 ST,,LANGLEY,BC,V3A2C5,,,,,,,Kim,Langford,,6045334491,StrongStart Center,Early Learning,6045334491,,mtouzeau@sd35.bc.ca,,,,,
035,03525229,Parkside Centennial PM StrongStart,3300 270 Street,,ALDERGROVE,BC,V4W3H2,,,,,,,Vicki,Kidd,,6048567775,StrongStart Center,Early Learning,6048567775,,dwilk@sd35.bc.ca,,,,,
035,03525230,Donna Gabriel Robins StrongStart Centre,7844 204 ST,,LANGLEY,BC,V2Y1X4,,,,,,Principal,Phillis,Giovani,,,StrongStart Center,Early Learning,6045300251,,pgiovani@sd35.bc.ca,,,,,
035,03535063,Yorkson Creek Middle School,20686 84 AVE,,LANGLEY,BC,V2Y2B5,,,,,,Principal,Stephanie,Labby,,,Standard,Public,6048888065,6048888069,slabby@sd35.bc.ca,,,,,
035,03535064,Langley Equestrian Academy,20902 37A AVE,,LANGLEY,BC,V3A5N2,,,,,,Vice Principal,Kendall,Sewell,,6045302141,Standard,Public,6045302141,6045305132,LEllis@sd35.bc.ca,,,,,
035,03535065,Peter Ewart Middle School,7755 202A ST,,LANGLEY,BC,V2Y1W4,,,,,,,Jody,Lively,,,Standard,Public,7787264815,,cjackson@sd35.bc.ca,,,,,
035,03596376,The King's School,PO BOX 28 STN MILNER,,LANGLEY,BC,V2Y0W9,21783 76B AVE,,LANGLEY,BC,V2Y2S5,,Kathy,Martins,,,Standard,Independent,6048880969,6048880977,school@tkc.com,,01,01,01,01
035,03596926,Khalsa School of the Fraser Valley,26345 62 AVE,,LANGLEY,BC,V4W1L8,,,,,,Principal,Japnaam,Malik,,,Standard,Independent,6048561177,6048561197,japnaamsingh@khalsaschool.ca,,01,01,01,
035,03599201,Advance Alternate,26850 29 AVE,,ALDERGROVE,BC,V4W3C1,,,,,,Principal,Mike,Palichuk,,,Alternate Programs,Public,6048562521,6048569648,ACSFacilitator@sd35.bc.ca,,,,,
035,03535034,D.W. Poppy Secondary,23752 52 AVE,,LANGLEY,BC,V2Z2P3,,,,,,Vice-Principal,Kurt,Reynaud,,6045302151,Standard,Public,6045302151,6045305034,jharris@sd35.bc.ca,https://dwps.sd35.bc.ca/,,,,
035,03535040,James Kennedy Elementary,9060 212 ST,,LANGLEY,BC,V1M2B7,,,,,,,Shari,Sollows,,6048885257,Standard,Public,6048885257,6048884324,cgracie@sd35.bc.ca,https://jke.sd35.bc.ca/,,,,
035,03596607,Dogwood School,23328 44 AVE,,LANGLEY,BC,V2Z2V2,,,,,,,Karina,Logan,,6045335529,Standard,Independent,6045335529,6048515933,mark.sullivan@na.oneschoolglobal.com,,,,,
035,03596012,COMPASS Christian Langley (Glover Rd.),6866 Glover Rd,,Langley,BC,V2Y0W9,,,,,,,Tracee,Horvath,,6044270963,Standard,Independent,6044270963,,info@compassclc.com,,,,,
035,03596016,Riverside Christian Academy,8-20178 96 Ave,,Langley,BC,V1H0B2,,,,,,,Kelly,Koch,,6045399673,Standard,Independent,6045399673,,rca@riversidecalvary.com,,,,,
035,03525228,Langley Meadows PM StrongStart Centre,2244 WILLOUGHBY WAY,,LANGLEY,BC,V2Y1C1,,,,,,Administrative Assistant,Candace,Herrod,,6045304101,StrongStart Center,Early Learning,6045304101,,rkrisko@sd35.bc.ca,,,,,
035,03535051,James Hill Elementary,22144 OLD YALE RD,,LANGLEY,BC,V2Z1B5,,,,,,Principal,Lynn,Fairley,2,6045300251,Standard,Public,6045300251,6045300217,lfairley@sd35.bc.ca,,,,,
035,03535041,R E Mountain Secondary,7633 202A ST,,LANGLEY,BC,V2Y1W4,,,,,,Vice Principal,Tina,Costopoulos,,6048883033,Standard,Public,6048883033,6048882873,ptrattle@sd35.bc.ca,https://remss.sd35.bc.ca,,,,
035,03525106,Simonds StrongStart Centre,20190 48 AVE,,LANGLEY,BC,V3A3L4,,,,,,,Cathy,Beukers,,6045302361,StrongStart Center,Early Learning,6045302361,,rstare@sd35.bc.ca,https://simonds-uconnect.sd35.bc.ca/,,,,
035,03596003,SKY Secondary School,20317 67 Ave,,Langley,BC,V2Y1P6,,,,,,Principal,Lena,Kim,,7789979114,Standard,Independent,7789979114,,info@skysecondary.ca,https://www.skysecondary.ca,,,,
