District Number,Mincode,Display Name,Mailing Address,Mailing Address Line2,Mailing Address City,Mailing Address Province,Mailing Address PostalCode,Physical Address,Physical Address Line2,Physical Address City,Physical Address Province,Physical Address Postal Code,Role,Contact First Name,Contact Last Name,Contact Phone Extension,Contact Phone Number,Facility Type Code,School Category Code,Phone Number,Fax,Email,Website,Group Classification Primary K-3,Group Classification Elementary 4-7 EU,Group Classification Junior Secondary 8-10 SU,Group Classification Senior Secondary 11-12
038,03838026,Walter Lee Elementary,9491 ASH ST,,RICHMOND,BC,V7A2T7,,,,,,Principal,Alfred,Chan,,,Standard,Public,6046686269,6046686414,alchan@sd38.bc.ca,,,,,
038,03838024,R.C. Palmer Secondary,8160 ST. ALBANS RD,,RICHMOND,BC,V6Y2K9,,,,,,Principal,Herj,Ghang,,,Standard,Public,6046686288,,hghaug@sd38.bc.ca,,,,,
038,03838001,Mitchell Elementary,3800 NO.5 RD,,RICHMOND,BC,V6X2T7,,,,,,,Pen,Coordinator,,,Standard,Public,6046686225,,mitchell@sd38.bc.ca,https://www.mitchell.sd38.bc.ca,,,,
038,03838029,Daniel Woodward Elementary,10300 SEACOTE RD,,RICHMOND,BC,V7A4B2,,,,,,Principal,Al,Zarchikoff,,,Standard,Public,6046686296,6046686247,azarchikoff@sd38.bc.ca,,,,,
038,03838031,Hugh Boyd Secondary,9200 NO. 1 RD,,RICHMOND,BC,V7E6L5,,,,,,,Pen,Coordinator,,6046686615,Standard,Public,6046686615,,jleslie@sd38.bc.ca,,,,,
038,03838035,Samuel Brighouse Elementary,6800 AZURE RD,,RICHMOND,BC,V7C2S8,,,,,,,Pen,Coordinator,,,Standard,Public,6046686522,,kpantaleo@sd38.bc.ca,,,,,
038,03838037,Howard De Beck Elementary,8600 ASH ST,,RICHMOND,BC,V6Y2S3,,,,,,,Pen,Coordinator,,,Standard,Public,6046686281,,lschwartz@sd38.bc.ca,,,,,
038,03838041,Manoah Steves Elementary,10111 FOURTH AVE,,RICHMOND,BC,V7E1V5,,,,,,Principal,Rachael,Corneil,,,Standard,Public,6046686660,6046686666,rcorneil@sd38.bc.ca,,,,,
038,03838043,William Bridge Elementary,10400 LEONARD RD,,RICHMOND,BC,V7A2N5,,,,,,Principal,Karen,Lin,2239,6046686236,Standard,Public,6046686236,6046686483,klin@sd38.bc.ca,,,,,
038,03838045,Steveston-London Secondary,6600 WILLIAMS RD,,RICHMOND,BC,V7E1K5,,,,,,Principal,Annie,Varghese,,,Standard,Public,6046686668,,avarghese@sd38.bc.ca,,,,,
038,03838046,Maple Lane Elementary,7671 ALOUETTE DR,,RICHMOND,BC,V7A4P2,,,,,,,Bal,Taggar,,6046686692,Standard,Public,6046686692,,ncampbell@sd38.bc.ca,,,,,
038,03838047,Quilchena Elementary,3760 MORESBY DR,,RICHMOND,BC,V7C4G6,,,,,,,Sue,Hughes,,,Standard,Public,6046686224,6046686117,nkusch@sd38.bc.ca,,,,,
038,03838048,Kingswood Elementary,11511 KING RD,,RICHMOND,BC,V7A3B5,,,,,,,Pen,Coordinator,,,Standard,Public,6046686280,6042768784,bbahd@sd38.bc.ca,,,,,
038,03838052,John G Diefenbaker Elementary,4511 HERMITAGE DR,,RICHMOND,BC,V7E4T1,,,,,,Principal,Regina,Vosahlo,,,Standard,Public,6046686639,,rvosahlo@sd38.bc.ca,,,,,
038,03895009,Provincial Outreach For Deafblindness,7811 GRANVILLE AVE,,RICHMOND,BC,V6Y3E3,10300 SEACOTE RD,,RICHMOND,BC,V7A4B2,,Pen,Coordinator,,,Short term PRP,Public,6046686107,,rjohal@sd38.bc.ca,,,,,
038,03838049,Westwind Elementary,11371 KINGFISHER DR,,RICHMOND,BC,V7E4Y6,,,,,,Vice-Principal,Ellen,Reid,,6046686497,Standard,Public,6046686497,,westwind@sd38.bc.ca,https://westwind.sd38.bc.ca,,,,
038,03838030,Donald E McKay Elementary,7360 LOMBARD RD,,RICHMOND,BC,V7C3N1,,,,,,,Pen,Coordinator,,,Standard,Public,6046686470,,mlivingston@sd38.bc.ca,,,,,
038,03838044,Matthew McNair Secondary,9500 NO. 4 RD,,RICHMOND,BC,V7A2Y9,,,,,,Principal,Deborah,Ten-Pow,,6046686575,Standard,Public,6046686575,,dten-pow@sd38.bc.ca,,,,,
038,03896399,BC Muslim School,12300 BLUNDELL RD,,RICHMOND,BC,V6W1B3,,,,,,,Wafa,Benreguia,,6042702511,Standard,Independent,6042702511,6042702679,bcmsprincipal@bcmaschools.ca,,01,01,01,
038,03896463,St Joseph the Worker,4451 WILLIAMS RD,,RICHMOND,BC,V7E1J7,,,,,,,Denise,Lorenz,,,Standard,Independent,6042771115,6042725214,abernett@stjosephtheworker.ca,,01,01,,
038,03896103,St Paul School,8251 ST. ALBANS RD,,RICHMOND,BC,V6Y2L2,,,,,,Principal,Christine,Ong,,6042774487,Standard,Independent,6042774487,6042771810,office@stpaulschool.ca,https://www.stpaulschool.ca/,01,01,,
038,03838042,J.N. Burnett Secondary,5011 GRANVILLE AVE,,RICHMOND,BC,V7C1E6,,,,,,,Pen,Coordinator,,,Standard,Public,6046686478,6046686484,mjaswal@sd38.bc.ca,,,,,
038,03838033,Hugh McRoberts Secondary,8980 WILLIAMS RD,,RICHMOND,BC,V7A1G6,,,,,,Administrative Assistant (Student Records),Kim,Brodie,,6046686600,Standard,Public,6046686600,,mcroberts@sd38.bc.ca,https://mcroberts.sd38.bc.ca/,,,,
038,03838065,Richmond Secondary,7171 MINORU BLVD,,RICHMOND,BC,V6Y1Z3,,,,,,,Pen,Cordinator,,,Standard,Public,6046686400,,akwon@sd38.bc.ca,,,,,
038,03838010,Sea Island Elementary,1891 WELLINGTON CRES,,RICHMOND,BC,V7B1G6,,,,,,Principal,Andrew,Ferguson,,,Standard,Public,6046686468,,kpantaleo@sd38.bc.ca,,,,,
038,03838053,Tomekichi Homma Elementary,5100 BRUNSWICK DR,,RICHMOND,BC,V7E6K9,,,,,,,Pen,Coordinator,,,Standard,Public,6046687844,6046686412,dcherry@sd38.bc.ca,,,,,
038,03838055,Kathleen McNeely Elementary,12440 WOODHEAD RD,,RICHMOND,BC,V6V1G3,,,,,,Principal,Darryl,Unger,,6046686250,Standard,Public,6046686250,,dunger@sd38.bc.ca,,,,,
038,03899061,Station Stretch,5280 MINORU BLVD,,RICHMOND,BC,V6X2A9,,,,,,,Pen,Coordinator,,,Alternate Programs,Public,6046686204,,lmccoll@sd38.bc.ca,,,,,
038,03838054,R. C. Talmey Elementary,9500 KILBY DR,,RICHMOND,BC,V6X3N2,,,,,,Principal,Naomi,Hazaon,,,Standard,Public,6046686275,6046686173,nhazon@sd38.bc.ca,,,,,
038,03896403,Choice School For Gifted Children,20451 WESTMINSTER HWY,,RICHMOND,BC,V6V1B3,,,,,,Principal,Sukhbir,Bolina,,6042732418,Standard,Independent,6042732418,6042732419,office@choiceschool.org,,02,02,02,
038,03896570,Richmond Jewish Day School,8760 NO. 5 RD,,RICHMOND,BC,V6Y2V4,,,,,,Principal/Head of School,Sabrina,Bhojani,103,6042753393,Standard,Independent,6042753393,,info@rjds.ca,,01,01,,
038,03838056,Jessie Wowk Elementary,5380 WOODWARDS RD,,RICHMOND,BC,V7E1H1,,,,,,,Pen,Coordinator,,,Standard,Public,6046686198,6046686118,cdaum@sd38.bc.ca,,,,,
038,03838057,General Currie Elementary,8220 GENERAL CURRIE RD,,RICHMOND,BC,V6Y1M1,,,,,,,Pen,Coordinator,,,Standard,Public,6046686440,6046686109,asala@sd38.bc.ca,,,,,
038,03838058,Cambie Secondary,4151 JACOMBS RD,,RICHMOND,BC,V6V1N7,,,,,,,Liz,Rutsch,,,Standard,Public,6046686430,6046686132,mtimmins@sd38.bc.ca,,,,,
038,03838059,Henry Anderson Elementary,9460 ALBERTA RD,,RICHMOND,BC,V6Y1T6,,,,,,Principal,Sean,Harrington,,,Standard,Public,6046686355,6042070846,sharrington@sd38.bc.ca,,,,,
038,03838060,Archibald Blair Elementary,6551 LYNAS LANE,,RICHMOND,BC,V7C3K8,,,,,,,Selene,Chan,,,Standard,Public,6046686330,,alivingston@sd38.bc.ca,,,,,
038,03838062,Robert A. McMath Secondary,4251 GARRY ST,,RICHMOND,BC,V7E2T9,,,,,,,Pen,Coordinator,,,Standard,Public,6047184050,6047184051,jjohnstone@sd38.bc.ca,,,,,
038,03825120,Daniel Woodward StrongStart Centre AM,10300 SEACOTE RD,,RICHMOND,BC,V7A4B2,,,,,,Principal,Catherine,Julie,,,StrongStart Center,Early Learning,6042956432,,cjule@sd38.bc.ca,,,,,
038,03825119,Grauer/Blundell StrongStart BC Centre,4440 BLUNDELL RD,,RICHMOND,BC,V7C1G9,,,,,,Principal,Catherine,Julie,,,StrongStart Center,Early Learning,6042956429,,cjule@sd38.bc.ca,,,,,
038,03825245,James Thompson StrongStart Centre,6211 FORSYTH CRES,,RICHMOND,BC,V7C2C4,,,,,,Principal,Catherine,Jule,,,StrongStart Center,Early Learning,6042956428,,cjule@sd38.bc.ca,,,,,
038,03825246,Walter Lee StrongStart Centre,9491 ASH ST,,RICHMOND,BC,V7A2T7,,,,,,,Chelsea,Lee,,,StrongStart Center,Early Learning,6042954306,,cjule@sd38.bc.ca,,,,,
038,03896843,Fawkes Academy DL,1110-6900 GRAYBAR RD,,RICHMOND,BC,V6W0A5,,,,,,,John,Jacobsen,,,Provincial Online Learning,Independent,6042618782,6042329515,leslie@abacentre.ca,,,,,
038,03896867,Pythagoras Academy,8671 ODLIN CRES,,RICHMOND,BC,V6X1G1,,,,,,Principal,Michael,Bouchard,,,Standard,Independent,6043700199,6043701399,mbouchard@pythagorasacademy.ca,,02,02,02,
038,03896909,Canada Star Secondary School,11295 MELLIS DR,,RICHMOND,BC,V6X1L8,,,,,,Principal,Robert,Anstey,,,Standard,Independent,6042857766,6042857766,robert@canstarlearning.com,,,,04,04
038,03896771,Mia Montessori Academy,3128 REGENT ST,,RICHMOND,BC,V7E2M4,100-6160 LONDON RD,,RICHMOND,BC,V7E4J2,,Meenu,Chaudhary,,,Standard,Independent,6047268428,,meenu@mia-montessori.com,,01,01,,
038,03895065,Prov. Outreach Prmg For The Early Years,10300 SEACOTE RD,,RICHMOND,BC,V7A4B2,,,,,,,Pen,Contact,,,Short term PRP,Public,,,rjohal@sd38.bc.ca,,,,,
038,03896927,Maple Hill School,120-6411 BUSWELL ST,,RICHMOND,BC,V6Y2G5,,,,,,Principal,Eric,Di Nozzi,,,Standard,Independent,6042859665,,eric.dinozzi@maplehilledu.com,,,,04,04
038,03896970,Windsor Hall,11295 MELLIS DR,,RICHMOND,BC,V6X1L8,,,,,,,Robert,Anstey,,,Standard,Independent,6042857766,,robert@canstarlearning.com,,,02,02,
038,03825457,James Thompson StrongStart Centre PM,10300 SEACOTE RD,,RICHMOND,BC,V7A4B2,,,,,,District Administrator,Catherine,Jule,,6046686000,StrongStart Center,Early Learning,6042956432,,cjule@sd38.bc.ca,,,,,
038,03825456,McNeely StrongStart Centre PM,12440 WOODHEAD RD,,RICHMOND,BC,V6V1G3,,,,,,District Administrator,Catherine,Jule,,6046686000,StrongStart Center,Early Learning,6042956431,,cjule@sd38.bc.ca,,,,,
038,03838040,James McKinney Elementary,10451 LASSAM RD,,RICHMOND,BC,V7E2C2,,,,,,Principal,Gordon,Fitt,,6046686133,Standard,Public,6046686133,6046686517,gfitt@sd38.bc.ca,,,,,
038,03838000,Continuing Ed SD 38,7811 GRANVILLE AVE,,RICHMOND,BC,V6Y3E3,12091 CAMBIE ROAD,,RICHMOND,BC,V6V1G5,Principal,Jason,Higo,,6046686123,Continuing Education,Public,6046686123,,jhigo@sd38.bc.ca,https://ce.sd38.bc.ca/,,,,
038,03896178,Richmond Christian School,10260 NO. 5 RD,,RICHMOND,BC,V7A4E5,,,,,,Principal,James,Sijpheer,,6042741122,Standard,Independent,6042728230,,jsijpheer@myrcs.ca,https://myrcs.ca/,01,01,01,01
038,03896977,Chaoyin Bilingual School,10111 BIRD RD,,RICHMOND,BC,V6X1N4,,,,,,Principal,Fraser,Paul,,6042739184,Standard,Independent,6042739184,,fraser@ogdeneducation.com,https://chaoyinschool.ca/,04,04,,
